SnesAddressHex,SnesAddress,Name,Comment,UsedStatus
$A2EF67,10678119,.return,,USED
$A2EF68,10678120,Function_Kamer_MovingUp,,USED
$A2EF86,10678150,.notTouchingSamusFromBelow,,USED
$A2EF92,10678162,+,,USED
$A2EFB0,10678192,.notMovingSamus,,USED
$A2EFCD,10678221,.setFunction,,USED
$A2EFD3,10678227,.return,,USED
$A2EFD4,10678228,Function_Kamer_MovingDown,,USED
$A2EFF2,10678258,.notTouchingSamusFromBelow,,USED
$A2EFFE,10678270,+,,USED
$A2F01C,10678300,.notMovingSamus,,USED
$A2F039,10678329,.setFunction,,USED
$A2F03F,10678335,.return,,USED
$A2F040,10678336,Function_Kamer_StoppedMovingUp,,USED
$A2F063,10678371,.upwards,,USED
$A2F071,10678385,.return,,USED
$A2F072,10678386,Function_Kamer_StoppedMovingDown,,USED
$A2F098,10678424,.return,,USED
$A2F099,10678425,Function_Shutter_Kamer_GetEnemyIndex_duplicate,,USED
$A2F09D,10678429,EnemyTouch_ShutterShootable_ShutterDestroyable_Kamer,,USED
$A2F0A2,10678434,EnemyShot_ShutterShootable_Kamer,,USED
$A2F0AA,10678442,EnemyTouch_ShutterDestroyable,,USED
$A2F0B6,10678454,PowerBombReaction_ShutterShootable_ShutterDestroyable_Kamer,,USED
$A2F0D4,10678484,.function8,,USED
$A2F0DE,10678494,.notMovingUp,,USED
$A2F0F8,10678520,.upwards,,USED
$A2F103,10678531,.nonShootable,,USED
$A2F106,10678534,.return,,USED
$A2F107,10678535,InitialHorizontalShutterFunctionPointers,,USED
$A2F111,10678545,InitAI_ShutterHorizShootable,,USED
$A2F11E,10678558,InitializeHorizontalShutter,,USED
$A2F1C2,10678722,.notLeftwards,,USED
$A2F1DE,10678750,MainAI_ShutterHorizShootable,,USED
$A2F1EE,10678766,.notMovingLeft,,USED
$A2F215,10678805,+,,USED
$A2F224,10678820,Function_HorizontalShutter_Initial,,USED
$A2F230,10678832,Function_HorizontalShutter_Initial_WaitForTimer,,USED
$A2F242,10678850,.return,,USED
$A2F243,10678851,Function_HorizontalShutter_Initial_WaitForSamusToGetNear,,USED
$A2F253,10678867,.return,,USED
$A2F254,10678868,Function_HorizontalShutter_Initial_Activate,,USED
$A2F25B,10678875,Function_HorizontalShutter_Initial_Nothing,,USED
$A2F25F,10678879,ActivateHorizontalShutter,,USED
$A2F271,10678897,.return,,USED
$A2F272,10678898,Function_HorizontalShutter_MovingLeft,,USED
$A2F298,10678936,.notTouchingSamus,,USED
$A2F2C0,10678976,.notMovingSamus,,USED
$A2F2DD,10679005,+,,USED
$A2F2E3,10679011,.return,,USED
$A2F2E4,10679012,Function_HorizontalShutter_MovingRight,,USED
$A2F30A,10679050,.notTouchingSamus,,USED
$A2F332,10679090,.notMovingSamus,,USED
$A2F34F,10679119,+,,USED
$A2F355,10679125,.return,,USED
$A2F356,10679126,EjectSamusIfPressingRight,,USED
$A2F370,10679152,.return,,USED
$A2F371,10679153,EjectSamusIfPressingLeft,,USED
$A2F38B,10679179,.return,,USED
$A2F38C,10679180,Function_HorizontalShutter_StoppedMovingLeft,,USED
$A2F3AF,10679215,.return,,USED
$A2F3B0,10679216,Function_HorizontalShutter_StoppedMovingRight,,USED
$A2F3D3,10679251,.return,,USED
$A2F3D4,10679252,EnemyTouch_ShutterHorizShootable,,USED
$A2F3D8,10679256,EnemyTouch_HorizShootableShutter,,USED
$A2F3FD,10679293,.checkPressingLeft,,USED
$A2F40D,10679309,.return,,USED
$A2F40E,10679310,EnemyShot_ShutterHorizShootable,,USED
$A2F41A,10679322,PowerBombReaction_CommonReaction_HorizontalShutter,,USED
$A2F438,10679352,.function8,,USED
$A2F442,10679362,.notMovingLeft,,USED
$A2F467,10679399,.return,,USED
$A2F468,10679400,Spritemap_Kamer_0,,USED
$A2F474,10679412,Spritemap_Kamer_1,,USED
$A2F480,10679424,Spritemap_Kamer_2,,USED
$A2F48C,10679436,Spritemap_Kamer_3,,USED
$A2F498,10679448,Freespace_BankA2_F498,,USED
$A38000,10715136,CommonA3_GrappleAI_NoInteraction,,USED
$A38005,10715141,CommonA3_GrappleAI_SamusLatchesOn,,USED
$A3800A,10715146,CommonA3_GrappleAI_KillEnemy,,USED
$A3800F,10715151,CommonA3_GrappleAI_CancelGrappleBeam,,USED
$A38014,10715156,CommonA3_GrappleAI_SamusLatchesOn_NoInvincibility,,USED
$A38019,10715161,UNUSED_CommonA3_GrappleAI_SamusLatchesOn_Paralyze_A38019,,USED
$A3801E,10715166,CommonA3_GrappleAI_HurtSamus,,USED
$A38023,10715171,CommonA3_NormalEnemyTouchAI,,USED
$A38028,10715176,CommonA3_NormalTouchAI_NoDeathCheck,,USED
$A3802D,10715181,CommonA3_NormalEnemyShotAI,,USED
$A38032,10715186,CommonA3_NormalEnemyShotAI_NoDeathCheck_NoEnemyShotGraphic,,USED
$A38037,10715191,CommonA3_NormalEnemyPowerBombAI,,USED
$A3803C,10715196,CommonA3_NormalEnemyPowerBombAI_NoDeathCheck,,USED
$A38041,10715201,CommonA3_NormalEnemyFrozenAI,,USED
$A38046,10715206,CommonA3_CreateADudShot,,USED
$A3804B,10715211,RTS_A3804B,,USED
$A3804C,10715212,RTL_A3804C,,USED
$A3804D,10715213,Spritemap_CommonA3_Nothing,,USED
$A3804F,10715215,ExtendedSpritemap_CommonA3_Nothing,,USED
$A38059,10715225,Hitbox_CommonA3_Nothing,,USED
$A38067,10715239,InstList_CommonA3_DeleteEnemy,,USED
$A38069,10715241,NOPNOP_A38069,,USED
$A3806B,10715243,Instruction_CommonA3_Enemy0FB2_InY,,USED
$A38074,10715252,Instruction_CommonA3_SetEnemy0FB2ToRTS,,USED
$A3807B,10715259,RTS_A3807B,,USED
$A3807C,10715260,Instruction_CommonA3_DeleteEnemy,,USED
$A3808A,10715274,Instruction_CommonA3_CallFunctionInY,,USED
$A38097,10715287,.manualReturn,,USED
$A3809C,10715292,Instruction_CommonA3_CallFunctionInY_WithA,,USED
$A380AC,10715308,.manualReturn,,USED
$A380B5,10715317,UNUSED_Instruction_CommonA3_CallExternalFunctionInY_A380B5,,USED
$A380CB,10715339,.externalFunction,,USED
$A380CE,10715342,UNUSED_Inst_CommonA3_CallExternalFunctionInY_WithA_A380CE,,USED
$A380EA,10715370,.externalFunction,,USED
$A380ED,10715373,Instruction_CommonA3_GotoY,,USED
$A380F2,10715378,Instruction_CommonA3_GotoY_PlusY,,USED
$A38100,10715392,.highByte,,USED
$A38103,10715395,+,,USED
$A3810B,10715403,Instruction_CommonA3_DecrementTimer_GotoYIfNonZero,,USED
$A38110,10715408,Instruction_CommonA3_DecrementTimer_GotoYIfNonZero_duplicate,,USED
$A38118,10715416,Instruction_CommonA3_DecrementTimer_GotoY_PlusY_IfNonZero,,USED
$A38123,10715427,Instruction_CommonA3_TimerInY,,USED
$A3812C,10715436,Instruction_CommonA3_SkipNextInstruction,,USED
$A3812F,10715439,Instruction_CommonA3_Sleep,,USED
$A3813A,10715450,Instruction_CommonA3_WaitYFrames,,USED
$A3814B,10715467,Instruction_CommonA3_TransferYBytesInYToVRAM,,USED
$A38173,10715507,Instruction_CommonA3_EnableOffScreenProcessing,,USED
$A3817D,10715517,Instruction_CommonA3_DisableOffScreenProcessing,,USED
$A38187,10715527,CommonA3EnemySpeeds_LinearlyIncreasing,,USED
$A38189,10715529,CommonA3EnemySpeeds_LinearlyIncreasing_plus2,,USED
$A3818B,10715531,CommonA3EnemySpeeds_LinearlyIncreasing_plus4,,USED
$A3818D,10715533,CommonA3EnemySpeeds_LinearlyIncreasing_plus6,,USED
$A3838F,10716047,CommonA3EnemySpeeds_QuadraticallyIncreasing,,USED
$A38390,10716048,CommonA3EnemySpeeds_QuadraticallyIncreasing_plus1,,UNUSED
$A38391,10716049,CommonA3EnemySpeeds_QuadraticallyIncreasing_plus2,,USED
$A38393,10716051,CommonA3EnemySpeeds_QuadraticallyIncreasing_plus4,,USED
$A38395,10716053,CommonA3EnemySpeeds_QuadraticallyIncreasing_plus6,,USED
$A38687,10716807,Palette_Waver,,USED
$A386A7,10716839,InstList_Waver_Steady_FacingLeft,,USED
$A386AD,10716845,InstList_Waver_Steady_FacingRight,,USED
$A386B3,10716851,InstList_Waver_Spinning_FacingLeft,,USED
$A386C7,10716871,InstList_Waver_Spinning_FacingRight,,USED
$A386DB,10716891,InstListPointers_Waver,,USED
$A386E3,10716899,Instruction_Waver_SetSpinFinishedFlag,,USED
$A386ED,10716909,InitAI_Waver,,USED
$A38730,10716976,.facingLeft,,USED
$A3874C,10717004,MainAI_Waver,,USED
$A38796,10717078,.noWallCollision,,USED
$A387C2,10717122,.noBlockCollision,,USED
$A387CF,10717135,.merge,,USED
$A387E9,10717161,.notSpinning,,USED
$A387FD,10717181,.return,,USED
$A387FE,10717182,SetWaverInstList,,USED
$A3881D,10717213,.return,,USED
$A3881E,10717214,Spritemap_Waver_0,,USED
$A38834,10717236,Spritemap_Waver_1,,USED
$A3884A,10717258,Spritemap_Waver_2,,USED
$A3885B,10717275,Spritemap_Waver_3,,USED
$A38871,10717297,Spritemap_Waver_4,,USED
$A38887,10717319,Spritemap_Waver_5,,USED
$A3889D,10717341,Spritemap_Waver_6,,USED
$A388B3,10717363,Spritemap_Waver_7,,USED
$A388C4,10717380,Spritemap_Waver_8,,USED
$A388DA,10717402,Spritemap_Waver_9,,USED
$A388F0,10717424,Palette_Metaree,,USED
$A38910,10717456,InstList_Metaree_Idling,,USED
$A38924,10717476,InstList_Metaree_PrepareToLaunchAttack,,USED
$A38930,10717488,InstList_Metaree_LaunchedAttack_0,,USED
$A38932,10717490,InstList_Metaree_LaunchedAttack_1,,USED
$A38946,10717510,UNUSED_InstList_Metaree_StopAnimating_A38946,,USED
$A3894E,10717518,InstListPointers_Metaree,,USED
$A38956,10717526,Instruction_Metaree_SetAttackReadyFlag,,USED
$A38960,10717536,InitAI_Metaree,,USED
$A38979,10717561,MainAI_Metaree,,USED
$A3897F,10717567,UNUSED_FunctionPointers_Metaree_A3897F,,USED
$A38987,10717575,Function_Metaree_Idling,,USED
$A38997,10717591,+,,USED
$A389AB,10717611,.return,,USED
$A389AC,10717612,DetermineMetareeYVelocity,,USED
$A389D4,10717652,Function_Metaree_PrepareToLaunchAttack,,USED
$A389F2,10717682,.return,,USED
$A389F3,10717683,Function_Metaree_LaunchedAttack,,USED
$A38A36,10717750,.steerLeft,,USED
$A38A42,10717762,.collision,,USED
$A38A5B,10717787,.return,,USED
$A38A5C,10717788,Function_Metaree_Burrowing,,USED
$A38A8B,10717835,.timerNot8,,USED
$A38A92,10717842,.delete,,USED
$A38AB2,10717874,SetMetareeInstListPointer,,USED
$A38AD1,10717905,.return,,USED
$A38AD2,10717906,UNUSED_Metaree_DataPointers_A38AD2,,USED
$A38ADC,10717916,UNUSED_Metaree_Data_A38ADC,,USED
$A38AE6,10717926,UNUSED_Metaree_Data_A38AE6,,USED
$A38AF0,10717936,UNUSED_Metaree_Data_A38AF0,,USED
$A38AFA,10717946,UNUSED_Metaree_Data_A38AFA,,USED
$A38B04,10717956,UNUSED_Metaree_Data_A38B04,,USED
$A38B0E,10717966,RTL_A38B0E,,USED
$A38B0F,10717967,EnemyShot_Metaree,,USED
$A38B64,10718052,.return,,USED
$A38B65,10718053,Spritemap_Metaree_0,,USED
$A38B94,10718100,Spritemap_Metaree_1,,USED
$A38BB9,10718137,Spritemap_Metaree_2,,USED
$A38BDE,10718174,Spritemap_Metaree_3,,USED
$A38BEA,10718186,Spritemap_Metaree_4,,USED
$A38C0F,10718223,Palette_Fireflea,,USED
$A38C2F,10718255,InstList_Fireflea,,USED
$A38D03,10718467,UNUSED_Fireflea_Data_A38D03,,USED
$A38D13,10718483,UNUSED_Fireflea_Data_A38D13,,USED
$A38D1D,10718493,FirefleaMovementRadii,,USED
$A38D2D,10718509,InitAI_Fireflea,,USED
$A38D4D,10718541,.circleMovement,,USED
$A38D5D,10718557,SetFirefleaCenter,,USED
$A38D6A,10718570,SetInitialFirefleaAngle,,USED
$A38D75,10718581,SetFirefleaSpeed,,USED
$A38D8A,10718602,+,,USED
$A38D9C,10718620,SetFirefleaRadius,,USED
$A38DAE,10718638,SetInitialCirclingFirefleaPosition,,USED
$A38DD7,10718679,SetFirefleaMinMaxYPositions,,USED
$A38DEE,10718702,MainAI_Fireflea,,USED
$A38E34,10718772,.verticalMovement,,USED
$A38E5F,10718815,+,,USED
$A38E6B,10718827,EnemyTouch_Fireflea,,USED
$A38E82,10718850,.return,,USED
$A38E83,10718851,PowerBombReaction_Fireflea,,USED
$A38E89,10718857,EnemyShot_Fireflea,,USED
$A38E8D,10718861,ShotReaction_Fireflea_Common,,USED
$A38EA4,10718884,.return,,USED
$A38EA5,10718885,Spritemap_Fireflea_0,,USED
$A38EB6,10718902,Spritemap_Fireflea_1,,USED
$A38EC7,10718919,Spritemap_Fireflea_2,,USED
$A38ED8,10718936,Spritemap_Fireflea_3,,USED
$A38EE9,10718953,Spritemap_Fireflea_4,,USED
$A38EFA,10718970,Spritemap_Fireflea_5,,USED
$A38F0B,10718987,Spritemap_Fireflea_6,,USED
$A38F1C,10719004,Spritemap_Fireflea_7,,USED
$A38F2D,10719021,Spritemap_Fireflea_8,,USED
$A38F3E,10719038,Spritemap_Fireflea_9,,USED
$A38F4F,10719055,Spritemap_Fireflea_A,,USED
$A38F60,10719072,Spritemap_Fireflea_B,,USED
$A38F71,10719089,Spritemap_Fireflea_C,,USED
$A38F82,10719106,Spritemap_Fireflea_D,,USED
$A38F93,10719123,Spritemap_Fireflea_E,,USED
$A38FA4,10719140,Spritemap_Fireflea_F,,USED
$A38FB5,10719157,Spritemap_Fireflea_10,,USED
$A38FC6,10719174,Spritemap_Fireflea_11,,USED
$A38FD7,10719191,Spritemap_Fireflea_12,,USED
$A38FE8,10719208,Spritemap_Fireflea_13,,USED
$A38FF9,10719225,Spritemap_Fireflea_14,,USED
$A3900A,10719242,Palette_Skultera,,USED
$A3902A,10719274,InstList_Skultera_SwimmingLeft_0,,USED
$A3902C,10719276,InstList_Skultera_SwimmingLeft_1,,USED
$A3903C,10719292,InstList_Skultera_TurningRight,,USED
$A39060,10719328,InstList_Skultera_SwimmingRight_0,,USED
$A39062,10719330,InstList_Skultera_SwimmingRight_1,,USED
$A39072,10719346,InstList_Skultera_TurningLeft,,USED
$A39096,10719382,Instruction_Skultera_SetLayerTo6,,USED
$A390A0,10719392,Instruction_Skultera_SetLayerTo2,,USED
$A390AA,10719402,Instruction_Skultera_SetTurnFinishedFlag,,USED
$A390B5,10719413,InitAI_Skultera,,USED
$A390D8,10719448,.keepLeft,,USED
$A3912B,10719531,MainAI_Skultera,,USED
$A39132,10719538,Function_Skultera_SwimmingLeft,,USED
$A3915C,10719580,.noWallCollision,,USED
$A39194,10719636,.noBlockCollision,,USED
$A391A2,10719650,.merge,,USED
$A391AB,10719659,Function_Skultera_SwimmingRight,,USED
$A391D5,10719701,.noWallCollision,,USED
$A3920D,10719757,.noBlockCollision,,USED
$A3921B,10719771,.merge,,USED
$A39224,10719780,Function_Skultera_TurningRight,,USED
$A39255,10719829,.return,,USED
$A39256,10719830,Function_Skultera_TurningLeft,,USED
$A39287,10719879,.return,,USED
$A39288,10719880,RTL_A39288,,USED
$A39289,10719881,RTL_A39289,,USED
$A3928A,10719882,Spritemap_Skultera_0,,USED
$A392A5,10719909,Spritemap_Skultera_1,,USED
$A392C0,10719936,Spritemap_Skultera_2,,USED
$A392DB,10719963,Spritemap_Skultera_3,,USED
$A392F6,10719990,Spritemap_Skultera_4,,USED
$A39311,10720017,Spritemap_Skultera_5,,USED
$A39327,10720039,Spritemap_Skultera_6,,USED
$A3933D,10720061,Spritemap_Skultera_7,,USED
$A3934E,10720078,Spritemap_Skultera_8,,USED
$A39364,10720100,Spritemap_Skultera_9,,USED
$A3937F,10720127,Spritemap_Skultera_A,,USED
$A3939A,10720154,Spritemap_Skultera_B,,USED
$A393B5,10720181,Spritemap_Skultera_C,,USED
$A393D0,10720208,Spritemap_Skultera_D,,USED
$A393EB,10720235,Spritemap_Skultera_E,,USED
$A39406,10720262,Spritemap_Skultera_F,,USED
$A39421,10720289,Spritemap_Skultera_10,,USED
$A39437,10720311,Spritemap_Skultera_11,,USED
$A3944D,10720333,Spritemap_Skultera_12,,USED
$A3945E,10720350,Spritemap_Skultera_13,,USED
$A39474,10720372,Spritemap_Skultera_14,,USED
$A3948F,10720399,Spritemap_Skultera_15,,USED
$A394AA,10720426,UNUSED_SpritemapPointers_Skultera,,USED
$A394D6,10720470,InstList_Elevator,,USED
$A394E2,10720482,ElevatorControllerInputs,,USED
$A394E6,10720486,InitAI_Elevator,,USED
$A39515,10720533,.doorTransition,,USED
$A39529,10720553,.return,,USED
$A3952A,10720554,MainAI_GrappleAI_FrozenAI_Elevator,,USED
$A3953F,10720575,.return,,USED
$A39540,10720576,.pointers,,USED
$A39548,10720584,ElevatorAI_0_LeavingRoom,,USED
$A39575,10720629,.notRiding,,USED
$A39579,10720633,ElevatorAI_1_LeavingRoom,,USED
$A3959C,10720668,.up,,USED
$A395B5,10720693,+,,USED
$A395B9,10720697,ElevatorAI_2_DoorTransition,,USED
$A395BC,10720700,ElevatorAI_3_EnteringRoom,,USED
$A395DE,10720734,.down,,USED
$A395F8,10720760,.reachedTarget,,USED
$A39612,10720786,PlaceSamusOnElevator,,USED
$A3962F,10720815,Spritemap_Elevator_0,,USED
$A39645,10720837,Spritemap_Elevator_1,,USED
$A3965B,10720859,Palette_Sciser,,USED
$A3967B,10720891,InstList_Sciser_UpsideRight_0,,USED
$A3967F,10720895,InstList_Sciser_UpsideRight_1,,USED
$A39693,10720915,InstList_Sciser_UpsideLeft_0,,USED
$A39697,10720919,InstList_Sciser_UpsideLeft_1,,USED
$A396AB,10720939,InstList_Sciser_UpsideDown_0,,USED
$A396AF,10720943,InstList_Sciser_UpsideDown_1,,USED
$A396C3,10720963,InstList_Sciser_UpsideUp_0,,USED
$A396C7,10720967,InstList_Sciser_UpsideUp_1,,USED
$A396DB,10720987,InstListPointers_Sciser,,USED
$A396E3,10720995,InitAI_Sciser,,USED
$A396FD,10721021,UNUSED_GetEnemyIndex_A396FD,,USED
$A39701,10721025,RTL_A39701,,USED
$A39702,10721026,RTL_A39702,,USED
$A39703,10721027,Spritemap_Sciser_UpsideUp_0,,USED
$A39719,10721049,Spritemap_Sciser_UpsideUp_1,,USED
$A3972F,10721071,Spritemap_Sciser_UpsideUp_2,,USED
$A39745,10721093,Spritemap_Sciser_UpsideRight_0,,USED
$A3975B,10721115,Spritemap_Sciser_UpsideRight_1,,USED
$A39771,10721137,Spritemap_Sciser_UpsideRight_2,,USED
$A39787,10721159,Spritemap_Sciser_UpsideDown_0,,USED
$A3979D,10721181,Spritemap_Sciser_UpsideDown_1,,USED
$A397B3,10721203,Spritemap_Sciser_UpsideDown_2,,USED
$A397C9,10721225,Spritemap_Sciser_UpsideLeft_0,,USED
$A397DF,10721247,Spritemap_Sciser_UpsideLeft_1,,USED
$A397F5,10721269,Spritemap_Sciser_UpsideLeft_2,,USED
$A3980B,10721291,Palette_Zero,,USED
$A3982B,10721323,UNUSED_InstList_Zero_UpsideRight_FacingUp_A3982B,,USED
$A3982F,10721327,UNUSED_InstList_Zero_UpsideRight_FacingUp_A3982F,,USED
$A3984B,10721355,InstList_Zero_UpsideRight_FacingDown_0,,USED
$A3984F,10721359,InstList_Zero_UpsideRight_FacingDown_1,,USED
$A3986B,10721387,UNUSED_InstList_Zero_UpsideLeft_FacingDown_A3986B,,USED
$A3986F,10721391,UNUSED_InstList_Zero_UpsideLeft_FacingDown_A3986F,,USED
$A3988B,10721419,InstList_Zero_UpsideLeft_FacingUp_0,,USED
$A3988F,10721423,InstList_Zero_UpsideLeft_FacingUp_1,,USED
$A398AB,10721451,InstList_Zero_UpsideDown_FacingLeft_0,,USED
$A398AF,10721455,InstList_Zero_UpsideDown_FacingLeft_1,,USED
$A398CB,10721483,UNUSED_InstList_Zero_UpsideUp_FacingLeft_A398CB,,USED
$A398CF,10721487,UNUSED_InstList_Zero_UpsideUp_FacingLeft_A398CF,,USED
$A398EB,10721515,UNUSED_InstList_Zero_UpsideDown_FacingRight_A398EB,,USED
$A398EF,10721519,UNUSED_InstList_Zero_UpsideDown_FacingRight_A398EF,,USED
$A3990B,10721547,UNUSED_InstList_Zero_UpsideUp_FacingRight_A3990B,,USED
$A3990F,10721551,UNUSED_InstList_Zero_UpsideUp_FacingRight_A3990F,,USED
$A3992B,10721579,InitialInstListPointers_Zero,,USED
$A3993B,10721595,InitAI_Zero,,USED
$A39955,10721621,UNUSED_GetEnemyIndex_A39955,,USED
$A39959,10721625,RTL_A39959,,USED
$A3995A,10721626,RTL_A3995A,,USED
$A3995B,10721627,Spritemap_Zero_UpsideUp_FacingRight_0,,USED
$A3996C,10721644,Spritemap_Zero_UpsideUp_FacingRight_1,,USED
$A3997D,10721661,Spritemap_Zero_UpsideUp_FacingRight_2,,USED
$A3998E,10721678,Spritemap_Zero_UpsideUp_FacingRight_3,,USED
$A3999F,10721695,Spritemap_Zero_UpsideLeft_FacingUp_0,,USED
$A399B0,10721712,Spritemap_Zero_UpsideLeft_FacingUp_1,,USED
$A399C1,10721729,Spritemap_Zero_UpsideLeft_FacingUp_2,,USED
$A399D2,10721746,Spritemap_Zero_UpsideLeft_FacingUp_3,,USED
$A399E3,10721763,Spritemap_Zero_UpsideDown_FacingLeft_0,,USED
$A399F4,10721780,Spritemap_Zero_UpsideDown_FacingLeft_1,,USED
$A39A05,10721797,Spritemap_Zero_UpsideDown_FacingLeft_2,,USED
$A39A16,10721814,Spritemap_Zero_UpsideDown_FacingLeft_3,,USED
$A39A27,10721831,Spritemap_Zero_UpsideLeft_FacingDown_0,,USED
$A39A38,10721848,Spritemap_Zero_UpsideLeft_FacingDown_1,,USED
$A39A49,10721865,Spritemap_Zero_UpsideLeft_FacingDown_2,,USED
$A39A5A,10721882,Spritemap_Zero_UpsideLeft_FacingDown_3,,USED
$A39A6B,10721899,Spritemap_Zero_UpsideUp_FacingLeft_0,,USED
$A39A7C,10721916,Spritemap_Zero_UpsideUp_FacingLeft_1,,USED
$A39A8D,10721933,Spritemap_Zero_UpsideUp_FacingLeft_2,,USED
$A39A9E,10721950,Spritemap_Zero_UpsideUp_FacingLeft_3,,USED
$A39AAF,10721967,Spritemap_Zero_UpsideRight_FacingUp_0,,USED
$A39AC0,10721984,Spritemap_Zero_UpsideRight_FacingUp_1,,USED
$A39AD1,10722001,Spritemap_Zero_UpsideRight_FacingUp_2,,USED
$A39AE2,10722018,Spritemap_Zero_UpsideRight_FacingUp_3,,USED
$A39AF3,10722035,Spritemap_Zero_UpsideDown_FacingRight_0,,USED
$A39B04,10722052,Spritemap_Zero_UpsideDown_FacingRight_1,,USED
$A39B15,10722069,Spritemap_Zero_UpsideDown_FacingRight_2,,USED
$A39B26,10722086,Spritemap_Zero_UpsideDown_FacingRight_3,,USED
$A39B37,10722103,Spritemap_Zero_UpsideRight_FacingDown_0,,USED
$A39B48,10722120,Spritemap_Zero_UpsideRight_FacingDown_1,,USED
$A39B59,10722137,Spritemap_Zero_UpsideRight_FacingDown_2,,USED
$A39B6A,10722154,Spritemap_Zero_UpsideRight_FacingDown_3,,USED
$A39B7B,10722171,Palette_Tripper,,USED
$A39B9B,10722203,Palette_Kamer2,,USED
$A39BBB,10722235,InstList_Kamer2_VerticallyMoving_Left_0,,USED
$A39BBD,10722237,InstList_Kamer2_VerticallyMoving_Left_1,,USED
$A39BD1,10722257,InstList_Kamer2_VerticallyMoving_Right_0,,USED
$A39BD3,10722259,InstList_Kamer2_VerticallyMoving_Right_1,,USED
$A39BE7,10722279,InstList_Kamer2_VerticallyStill_Left_0,,USED
$A39BE9,10722281,InstList_Kamer2_VerticallyStill_Left_1,,USED
$A39BFD,10722301,InstList_Kamer2_VerticallyStill_Right_0,,USED
$A39BFF,10722303,InstList_Kamer2_VerticallyStill_Right_1,,USED
$A39C13,10722323,InstList_Tripper_VerticallyMoving_Left_0,,USED
$A39C15,10722325,InstList_Tripper_VerticallyMoving_Left_1,,USED
$A39C29,10722345,InstList_Tripper_VerticallyMoving_Right_0,,USED
$A39C2B,10722347,InstList_Tripper_VerticallyMoving_Right_1,,USED
$A39C3F,10722367,InstList_Tripper_VerticallyStill_Right_0,,USED
$A39C41,10722369,InstList_Tripper_VerticallyStill_Right_1,,USED
$A39C55,10722389,InstList_Tripper_VerticallyStill_Left_0,,USED
$A39C57,10722391,InstList_Tripper_VerticallyStill_Left_1,,USED
$A39C6B,10722411,Instruction_Tripper_Kamer2_SetMovingLeftXMovement,,USED
$A39C76,10722422,Instruction_Tripper_Kamer2_SetMovingRightXMovement,,USED
$A39C81,10722433,Instruction_Tripper_Kamer2_SetMovingLeftXMovement_duplicate,,USED
$A39C8C,10722444,Instruction_Tripper_Kamer2_SetMovingRightXMovement_duplicate,,USED
$A39C97,10722455,FunctionPointers_Tripper_Kamer2_XMovement,,USED
$A39C9B,10722459,FunctionPointers_Tripper_Kamer2_YMovement,,USED
$A39C9F,10722463,InitAI_Kamer2,,USED
$A39CBA,10722490,InitAI_Tripper,,USED
$A39CCC,10722508,InitAI_Tripper_Kamer2_Common,,USED
$A39D16,10722582,MainAI_Tripper_Kamer2,,USED
$A39D2D,10722605,.SamusNotRiding,,USED
$A39D55,10722645,.noChange,,USED
$A39D5E,10722654,Function_Tripper_Kamer2_XMovement_0_MovingLeft,,USED
$A39D82,10722690,.return,,USED
$A39D83,10722691,Function_Tripper_Kamer2_XMovement_1_MovingRight,,USED
$A39DA7,10722727,.return,,USED
$A39DA8,10722728,Function_Tripper_Kamer2_YMovement_Rising,,USED
$A39DC9,10722761,+,,USED
$A39DDD,10722781,.notMoving,,USED
$A39DE3,10722787,.return,,USED
$A39DE4,10722788,Function_Tripper_Kamer2_YMovement_1_Sinking,,USED
$A39E03,10722819,+,,USED
$A39E36,10722870,.notCollidedWithBlock,,USED
$A39E46,10722886,RTS_A39E46,,USED
$A39E47,10722887,SetPlatformInstList_VerticallyMoving_MovingLeft,,USED
$A39E56,10722902,.Tripper,,USED
$A39E64,10722916,SetPlatformInstList_VerticallyMoving_MovingRight,,USED
$A39E73,10722931,.Tripper,,USED
$A39E81,10722945,SetPlatformInstList_VerticallyStill_MovingLeft,,USED
$A39E90,10722960,.Tripper,,USED
$A39E9E,10722974,SetPlatformInstList_VerticallyStill_MovingRight,,USED
$A39EAD,10722989,.Tripper,,USED
$A39EBB,10723003,SetPlatformInstList_VerticallyMoving,,USED
$A39ED6,10723030,.movingLeft,,USED
$A39ED9,10723033,.merge,,USED
$A39EE1,10723041,SetPlatformInstList_VerticallyStill,,USED
$A39EFC,10723068,.movingLeft,,USED
$A39EFF,10723071,.merge,,USED
$A39F07,10723079,RTL_A39F07,,USED
$A39F08,10723080,EnemyShot_Tripper,,USED
$A39F22,10723106,.movingLeft,,USED
$A39F28,10723112,.return,,USED
$A39F29,10723113,Spritemap_Tripper_VerticallyMoving_Left_0,,USED
$A39F3A,10723130,Spritemap_Tripper_VerticallyMoving_Left_1,,USED
$A39F4B,10723147,Spritemap_Tripper_VerticallyMoving_Left_2,,USED
$A39F5C,10723164,Spritemap_Tripper_VerticallyMoving_Right_0,,USED
$A39F6D,10723181,Spritemap_Tripper_VerticallyMoving_Right_1,,USED
$A39F7E,10723198,Spritemap_Tripper_VerticallyMoving_Right_2,,USED
$A39F8F,10723215,Spritemap_Tripper_VerticallyStill_Right_0,,USED
$A39FA5,10723237,Spritemap_Tripper_VerticallyStill_Right_1,,USED
$A39FB6,10723254,Spritemap_Tripper_VerticallyStill_Right_2,,USED
$A39FCC,10723276,Spritemap_Tripper_VerticallyStill_Left_0,,USED
